drug,atc,chirality,alogp,aromatic rings,cx_logd,cx_logp,cx_most_apka,cx_most_bpka,full_mwt,hba,hba_lipinski,hbd,hbd_lipinski,heavy atoms,molecular species,mw_freebase,mw_monoisotopic,num_lipinski_ro5_violations,num_ro5_violations,psa,qed_weighted,ro3_pass,rtb,oral administration,parentreral,topical,prodrug,withdrawn flag,black_box warning,smiles,name,,,,,,,,
CHEMBL657,D04AA32_R06AA52_R06AA02_,2,3.35,2,2.17,3.65,None,8.87,255.36,2,2,0,0,19,BASE,255.36,255.1623,0,0,12.47,0.78,N,6,TRUE,TRUE,FALSE,0,FALSE,0,CN(C)CCOC(c1ccccc1)c1ccccc1,Restamin_Silphen_Belix_Diphen_Hydramine_Diphenhdyra_Benylin_Benadryl_Beldin_Antitussive_Dibenil_Diphenhydramine_,,,,,,,,
CHEMBL658,N01AH03_,2,4.21,2,2.13,3.61,None,8.86,386.56,4,4,0,0,27,BASE,386.56,386.2028,0,0,32.78,0.68,N,8,FALSE,TRUE,FALSE,0,FALSE,1,CCC(=O)N(c1ccccc1)C1(COC)CCN(CCc2cccs2)CC1,R 30,730_R-30730_Sufentanil_IDS-NS-001_Sufentanyl_,,,,,,,
CHEMBL659,N06DA04_,1,1.85,1,-0.04,1.16,None,8.58,287.36,4,4,1,1,21,BASE,287.36,287.1521,0,0,41.93,0.8,N,1,TRUE,FALSE,FALSE,0,FALSE,0,COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCN(C)C2,Lotprosin xl_Reminyl xl_Luventa xl_Galantamine_Consion xl_Galsya xl_Elmino xl_Gatalin xl_NSC-100058_(-)-galanthamine_Razadyne_Acumor xl_(-)-galantamine_Reminyl_Galanthamine_Galzemic xl_Gazylan xl_Zeebral xl_,,,,,,,,
CHEMBL660,N04BB01_,2,1.91,0,-1.38,1.47,None,10.71,151.25,1,1,1,2,11,BASE,151.25,151.1361,0,0,26.02,0.56,Y,0,TRUE,FALSE,FALSE,0,FALSE,0,NC12CC3CC(CC(C3)C1)C2,Amantadine_Amantidine_Symmetrel_NSC-341865_Symadine_TCMDC-125869_,,,,,,,,
CHEMBL661,N05BA12_,2,3.58,3,3.02,3.02,None,5.01,308.77,4,4,0,0,22,NEUTRAL,308.77,308.0829,0,0,43.07,0.69,N,1,TRUE,FALSE,FALSE,0,FALSE,1,Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2,NSC-760140_Alprazolam_Alprazolam civ_Niravam_U-31,889_U-31889_Xanax_Xanax xr_U 31,889_,,,,,,
CHEMBL21731,N06AA21_,2,4.21,2,1.48,4.37,None,10.54,277.41,1,1,1,1,21,BASE,277.41,277.183,0,0,12.03,0.83,N,4,TRUE,FALSE,FALSE,0,FALSE,1,CNCCCC12CCC(c3ccccc31)c1ccccc12,BA-34276 FREE BASE_Maprotiline_BA-34,276 [AS HYDROCHLORIDE]_BA-34,276 FREE BASE_,,,,,,
CHEMBL666,J05AD01_,2,-0.16,0,-7.58,-0.83,-0.1,None,126,2,5,3,3,7,ACID,126,125.9718,0,0,94.83,0.42,N,1,FALSE,TRUE,FALSE,0,FALSE,1,O=C(O)P(=O)(O)O,J05AD01_Dihydroxyphosphinecarboxylic Acid Oxide_Foscarnet_,,,,,,,,
CHEMBL667,S01EB09_,2,0.26,0,-4.22,-4.22,None,None,146.21,2,3,0,0,10,NEUTRAL,146.21,146.1176,0,0,26.3,0.42,Y,3,FALSE,FALSE,TRUE,0,FALSE,0,CC(=O)OCC[N+](C)(C)C,Acetylcholine_,,,,,,,,
CHEMBL137,D06BX01_P01AB51_G01AF01_A01AB17_P01AB01_J01XD01_,2,0.09,1,-0.46,-0.46,None,3.03,171.16,5,6,1,1,12,NEUTRAL,171.16,171.0644,0,0,81.19,0.52,N,3,TRUE,TRUE,TRUE,0,FALSE,1,Cc1ncc([N+](=O)[O-])n1CCO,Nuvessa_Protostat_Neutratop_Metro i.v._Metronidazole_Drazifon_Flagyl_RP 8823_RP-8823_Flagyl-400_Rozex_BAY-5360_Zadstat_Zyomet_Acea_BAYER-5360_Flagyl 375_Zidoval_Orvagil_Flagyl I.V. Rtu In Plastic Container_Metrogel-vaginal_NSC-50364_Metrotop_Metrosa_Anabact_Metrocream_Metromidol_Gineflavir_NSC-69587_Metric 21_Flagyl compak_Noritate_Rosiced_Flagyl-s_Norzol_Satric_Metrolotion_Flagyl er_BAYER 5360_Vandazole_Deflamon_Metrogel_Metrolyl_Elyzol_Vaginyl_,,,,,,,,
CHEMBL668,N06AA11_,2,4.3,2,1.61,4.5,None,10.54,263.38,1,1,1,1,20,BASE,263.38,263.1674,0,0,12.03,0.81,N,4,TRUE,FALSE,FALSE,0,FALSE,1,CNCCCC1c2ccccc2C=Cc2ccccc21,Protriptyline_,,,,,,,,
CHEMBL669,M03BX08_,2,4.55,2,2.28,4.61,None,9.76,275.4,1,1,0,0,21,BASE,275.4,275.1674,0,0,3.24,0.68,N,3,TRUE,FALSE,FALSE,0,FALSE,0,CN(C)CCC=C1c2ccccc2C=Cc2ccccc21,Flexeril_MK-130 (AS THE BASE)_Cyclobenzaprine_TNX-102_,,,,,,,,
CHEMBL671,L01AC01_,2,0.16,0,-1.03,-1.03,None,None,189.22,1,3,0,0,11,NEUTRAL,189.22,189.049,0,0,9.03,0.46,Y,3,FALSE,TRUE,FALSE,0,FALSE,1,S=P(N1CC1)(N1CC1)N1CC1,NSC-6396_Thiotepa_Thioplex_Tepadina_,,,,,,,,
CHEMBL672,C10AB05_,2,4.68,2,5.28,5.28,None,None,360.84,4,4,0,0,25,NEUTRAL,360.84,360.1128,0,0,52.6,0.55,N,6,TRUE,FALSE,FALSE,1,FALSE,0,CC(C)OC(=O)C(C)(C)Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1,Fenofibrate delayed release_Triglide_Lipantil micro 267_Lipofen_Fenogal_Tricor_Fenofibrate_Lipantil micro 200_NSC-281319_Supralip 160_Lipidil_Fenofibrate micronized_Antara (micronized)_Lipantil_Lipantil micro 67_Fenoglide_Antara_Fenofibrate (micronized)_Tricor (micronized)_,,,,,,,,
CHEMBL673,C02KC01_,2,1.75,1,1.41,2.14,None,8.05,159.23,1,1,0,0,12,NEUTRAL,159.23,159.1048,0,0,3.24,0.61,Y,3,TRUE,FALSE,FALSE,0,FALSE,0,C#CCN(C)Cc1ccccc1,Pargyline_Eutron_Eutonyl_,,,,,,,,
CHEMBL25105,R02AA18_R01AX07_S01AX08_D08AC04_S03AA05_,2,3.27,2,-2.06,2.77,None,12.13,354.45,4,6,4,6,26,BASE,354.45,354.2056,1,0,118.2,0.28,N,11,FALSE,FALSE,FALSE,0,FALSE,0,N=C(N)c1ccc(OCCCCCCOc2ccc(C(=N)N)cc2)cc1,Hexamidine_,,,,,,,,
CHEMBL675,,2,-1.27,0,-6.56,-4.19,0.69,9.91,271.08,4,8,6,7,14,ZWITTERION,249.1,249.0167,1,1,161.31,0.33,N,5,TRUE,FALSE,FALSE,0,FALSE,0,NCCCC(O)(P(=O)([O-])O)P(=O)(O)O.[Na+],Alendronate sodium hydrate_Sodium alendronate_Vantavo_Alendronate sodium trihydrate_Alendronate sodium_Fosamax_Binosto_Sodium alendronate trihydrate_NSC-758931_Alendronate (as sodium)_G-704,650_MK-217_NSC-722597_Alendronic acid monosodium salt trihydrate_Adrovance_G-704650_Fosavance_,,,,,,,
CHEMBL677,,1,0.48,1,-1.6,-0.39,9.63,8.96,183.21,4,4,4,5,13,BASE,183.21,183.0895,0,0,86.71,0.5,N,2,FALSE,TRUE,FALSE,0,FALSE,0,C[C@H](N)[C@H](O)c1ccc(O)c(O)c1,L-nordefrin_BA-2818_Neo-cobefrin_Nordefrin_NSC-757084_L-.alpha.-methylnoradrenaline_BA 2818_L-norephedrine,3,4-dihydroxy-_Nordefrin, l-_Nordefrin (-)-form_Neo-Cobefrin_(-)-cobefrin_Levonordefrin_Corbadrine_,,,,,
CHEMBL679,R03AA01_S01EA51_R01AA14_B02BC09_S01EA01_A01AD01_C01CA24_R03AK01_,1,0.35,1,-1.63,-0.43,9.69,8.91,183.21,4,4,4,4,13,BASE,183.21,183.0895,0,0,72.72,0.51,N,3,FALSE,TRUE,TRUE,0,FALSE,0,CNC[C@H](O)c1ccc(O)c(O)c1,Asthmahaler_Bronkaid mist_Epinephrinum_Sus-phrine sulphite-free_Epinephrine_Twinject 0.15_Sus-Phrine_Glauposine_Jext_Racepinefrine, (r)-_Anapen_Levo-methylaminoethanolcatechol_Nephridine_Adrenaclick_Epipen_Adrenaline_Epinephrine hydrochloride_Medihaler-epi_Riddofan_Ana-guard_Primatene mist_Eppy_Adrenalinum_Sus-phrine sulfite free_Twinject 0.3_Gppe inh soln_Adren co_Epipen e z pen_NSC-62786_Auvi-q_Susphrine_Symjepi_Brovon_Epinephrine (copackaged)_Tonogen_(-)-(r)-epinephrine_Epinephrine hcl_Epipen jr_Asma-vydrin_Simplene_Adrenalin_Riddobron_Sus-Phrine Sulfite-Free_Primatene_Ana-Kit_L-epinephrine hydrochloride_(-)-epinephrine_Epi e z pen jr_Anaphylactic shock drug kit_Soln made to rybarvin for_Rybarvin_Twinject_Epipen jr._Emerade_,,,,,,,
CHEMBL680,,1,0.62,1,-2.66,-2.31,2.83,7.23,367.81,5,7,3,4,24,ACID,367.81,367.0394,0,0,112.73,0.67,N,4,TRUE,FALSE,FALSE,0,FALSE,0,N[C@@H](C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(Cl)CS[C@H]12)c1ccccc1,Raniclor_COMPOUND 99638_Cefaclor hydrate_Ceclor_Cefaclor_,,,,,,,,
CHEMBL681,N01AX07_,1,2.67,2,2.5,2.5,None,4.25,244.29,4,4,0,0,18,NEUTRAL,244.29,244.1212,0,0,44.12,0.78,N,4,FALSE,TRUE,FALSE,0,FALSE,0,CCOC(=O)c1cncn1[C@H](C)c1ccccc1,Etomidate_Hypnomidate_NSC-759160_Amidate_,,,,,,,,
CHEMBL682,P01BA06_,2,5.18,3,2.32,3.8,9.1,10.17,355.87,4,4,2,2,25,BASE,355.87,355.1451,1,1,48.39,0.6,N,6,TRUE,FALSE,FALSE,0,FALSE,0,CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O,Amodiaquin_Sunoquine_Amodiaquine_NSC-13453_SJ000110703_GNF-Pf-5648_Amodiaquinum_,,,,,,,,
CHEMBL684,P02CB02_,2,0.7,0,-0.03,0.09,None,6.9,199.3,2,4,0,0,14,NEUTRAL,199.3,199.1685,0,0,26.79,0.65,Y,2,TRUE,FALSE,FALSE,0,FALSE,0,CCN(CC)C(=O)N1CCN(C)CC1,Hetrazan_Camin_Diethylcarbamazine_,,,,,,,,
CHEMBL685,P02CA51_P02CA01_,2,2.97,3,3.23,3.26,8.44,3.93,295.3,4,6,2,2,22,NEUTRAL,295.3,295.0957,0,0,84.08,0.73,N,3,TRUE,FALSE,FALSE,0,FALSE,0,COC(=O)Nc1nc2ccc(C(=O)c3ccccc3)cc2[nH]1,NSC-184849_Telmintic_Emverm_Vermox_Mebendazole_Chlorfenson_Orthotran_Mebendazole polymorph c_Ovitelmin_Pantelmin_R-17635_Zhihuanqing_NSC-5618_Vermicidin_Mebenvet_Mebendazolum_Ovochlor_Telmin_K-6451_Ovex_R 17,635_,,,,,,,
CHEMBL23588,M01AG03_,2,4.15,2,2.02,5.25,3.88,None,281.23,2,3,2,2,20,ACID,281.23,281.0664,0,0,49.33,0.89,N,3,FALSE,FALSE,FALSE,0,FALSE,0,O=C(O)c1ccccc1Nc1cccc(C(F)(F)F)c1,CI-440_Meralen_INF-1837_Flufenamate_NSC-82699_CI 440_NSC-219007_Arlef_Flufenamic acid_CN-27554_CN-27,554_,,,,,,,
CHEMBL139,M01AB55_S01BC03_D11AX18_M01AB05_M02AA15_,2,4.36,2,1.1,4.26,4,None,296.15,2,3,2,2,19,ACID,296.15,295.0167,0,0,49.33,0.88,N,4,TRUE,TRUE,TRUE,0,FALSE,1,O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl,Voltaren_Voltaren Ophthalmic_Voltaren Xr_Diclofenac_Arthrotec_LAS-41007_Cataflam_Diclofenac free acid_Las41007_Zorvolex capsules_Zorvolex_Cambia_LAS41007_Solaraze_Voltaren-XR_,,,,,,,,
CHEMBL686,M01AG01_,2,3.75,2,2.18,5.4,3.89,None,241.29,2,3,2,2,18,ACID,241.29,241.1103,0,0,49.33,0.86,N,3,TRUE,FALSE,FALSE,0,FALSE,1,Cc1cccc(Nc2ccccc2C(=O)O)c1C,Dysman-500_Mefenamic acid_CI-473_Opustan 500_Meflam 500_CN-35355_Ponstan fte_Mephenaminic acid_Opustan 250_Gardan_Ponstan_INF-3355_Mendys_M01AG01_J2.344B_Dysman-250_Contraflam_Mefenaminic acid_Ponstel_Meflam 250_NSC-94437_Mephenamic acid_,,,,,,,,
CHEMBL688,,2,4.14,2,2.43,3.82,None,8.77,528.6,2,3,0,0,25,BASE,336.48,336.2202,0,0,23.55,0.79,N,6,TRUE,TRUE,TRUE,0,FALSE,1,CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1.O=C(O)CC(O)(CC(=O)O)C(=O)O,Sublimaze_R-4263_Abstral_Thalamonal_Fentanyl citrate preservative free_Fentanyl citrate cii_Onsolis_Kw-2246_Actiq_Fentora_Instanyl_Leptanal_MCN-JR-4263-49_Fentanyl_Fentanyl citrate_Lazanda_Fentanyl buccal_Sublimaze preservative free_,,,,,,,,
CHEMBL278398,R06AX04_,0,3.92,2,2.01,3.62,None,9,261.37,1,1,0,0,20,BASE,261.37,261.1517,0,0,3.24,0.75,N,1,FALSE,FALSE,FALSE,0,FALSE,0,CN1CCC2=C(C1)C(c1ccccc1)c1ccccc12,Nolahist_NU-1504_Phenindamine_Thephorin_,,,,,,,,
CHEMBL23261,,1,2.92,3,0.94,4.38,3.2,0.83,410.43,7,8,1,1,30,ACID,410.43,410.1478,0,0,100,0.57,N,9,FALSE,FALSE,FALSE,0,FALSE,0,COc1cc(OC)nc(O[C@H](C(=O)O)C(OC)(c2ccccc2)c2ccccc2)n1,Lu-135252_LU-135252_HMR-4005_Darusentan_,,,,,,,,
CHEMBL690,,1,2.44,0,-1.38,1.65,4.21,None,446.52,6,7,4,4,30,ACID,424.53,424.2461,0,0,124.29,0.4,N,10,TRUE,FALSE,FALSE,0,FALSE,0,CC[C@H](C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)[O-])[C@H]21.[Na+],Eptastatin sodium_SQ-31000_Pravachol_SQ-31,000_Lipostat_Liplat_Lipemol_Pravastatin sodium_CS-514_Dehypotin protect_Elisor_NSC-759253_,,,,,,,
CHEMBL283120,,1,2.41,2,1.62,1.62,None,None,414.41,8,8,1,1,30,NEUTRAL,414.41,414.1315,0,0,92.68,0.76,N,4,FALSE,FALSE,FALSE,0,FALSE,0,COc1cc([C@@H]2c3cc4c(cc3[C@H](O)[C@H]3COC(=O)[C@@H]23)OCO4)cc(OC)c1OC,AXL-1717_Axl-1717_Picropodophyllin_Podophyllotoxin picropodophyllin_Axl1717_Picropodophyllotoxin_NSC-36407_,,,,,,,,
CHEMBL691,L02AA03_G03CA01_,1,3.61,1,3.9,3.9,10.33,None,296.41,2,2,2,2,22,NEUTRAL,296.41,296.1776,0,0,40.46,0.72,N,0,FALSE,FALSE,TRUE,0,FALSE,0,C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@@]21C,Etinestryl_Ovulen-21_NSC-10973_Feminone_Ethinyl estradiol_Ethinylestradiolum_Enovid_Ethinylestradiol_Enovid-E_Follicoral_Estinyl_17alpha-ethinylestradiol_Ginestrene_Lynoral_Norinyl_Ethinyl Estradiol_Ovulen_17-ethinylestradiol_Ethynylestradiol_Ovulen-28_Ethinyloestradiol_,,,,,,,,
CHEMBL284348,N07XX07_,2,0.66,1,-0.97,-0.07,None,8.95,94.12,2,2,1,2,7,BASE,94.12,94.0531,0,0,38.91,0.51,Y,0,TRUE,FALSE,FALSE,0,FALSE,0,Nc1ccncc1,EL-970_Dalfampridine_Ampyra_Neurelan_Fampridine_Fampridine (4-aminopyridine)_Fampyra_NSC-15041_Ampyra Extended Release_,,,,,,,,
CHEMBL695,N03AC02_,2,0.37,0,0.5,0.5,None,None,143.14,3,4,0,0,10,NA,143.14,143.0582,0,0,46.61,0.49,Y,0,TRUE,FALSE,FALSE,1,FALSE,0,CN1C(=O)OC(C)(C)C1=O,NSC-15799_Minoaleviatin_A 2297_Trimethadionum_J2.519D_Tridione_Tridone_Absentol_Trimethadione_Troxidone_Epidione_NSC-169503_,,,,,,,,
CHEMBL696,N03AD51_N03AD01_,0,0.45,0,0.55,0.55,10.73,None,141.17,2,3,1,1,10,NEUTRAL,141.17,141.079,0,0,46.17,0.54,Y,1,TRUE,FALSE,FALSE,0,FALSE,0,CCC1(C)CC(=O)NC1=O,Emeside_Pyknolepsinum_PM-671_Suxinutin_Ethosuximide_CN-10395_CN-10,395_Ethosuximidum_CI-366_NSC-64013_Zarontin_,,,,,,,
CHEMBL697,N03AD03_,0,1.33,1,1.46,1.46,None,None,203.24,2,3,0,0,15,NEUTRAL,203.24,203.0946,0,0,37.38,0.65,Y,1,TRUE,FALSE,FALSE,0,FALSE,0,CN1C(=O)CC(C)(c2ccccc2)C1=O,Mesuximide_NSC-760075_Celontin_Methsuximide_,,,,,,,,
CHEMBL698,C05AD02_D04AB06_S01HA03_N01BA03_,2,2.62,1,1.74,2.79,None,8.42,264.37,4,4,1,1,19,NEUTRAL,264.37,264.1838,0,0,41.57,0.58,N,8,FALSE,FALSE,TRUE,0,FALSE,0,CCCCNc1ccc(C(=O)OCCN(C)C)cc1,Metraspray_Pontocaine_Medihaler-tetracaine_Dicaine_Amethocaine_Ametop_Tetracaine_,,,,,,,,
CHEMBL281764,,1,3.71,3,0.93,3.61,None,10.33,528.7,4,7,2,3,39,BASE,528.7,528.31,1,1,95.74,0.37,N,11,FALSE,FALSE,FALSE,0,FALSE,0,CNC(=O)[C@@H](Cc1ccccc1)N(C)C(=O)[C@@H](Cc1ccc2ccccc2c1)N(C)C(=O)/C=C/CC(C)(C)N,Tabimorelin_NNC-26-0703_NN-703_Nn703_,,,,,,,,
CHEMBL24441,N07CA01_,2,0.84,1,-1.68,0.63,None,9.77,136.2,2,2,1,1,10,BASE,136.2,136.1,0,0,24.92,0.67,Y,3,FALSE,FALSE,FALSE,0,FALSE,0,CNCCc1ccccn1,Betahistine_,,,,,,,,
CHEMBL279260,,1,3.54,3,0.88,0.88,3.57,9.85,402.88,4,6,4,4,28,ZWITTERION,402.88,402.1346,0,0,94.58,0.44,N,9,FALSE,FALSE,FALSE,0,FALSE,0,C[C@H](Cc1c[nH]c2c(OCC(=O)O)cccc12)NC[C@H](O)c1cccc(Cl)c1,Rafabegron_AD-9677_TAK-677_Aj-9677_,,,,,,,,
CHEMBL700,J01EB04_,2,1.46,2,0.24,1.01,6.24,2.14,249.3,4,5,2,3,17,ACID,249.3,249.0572,0,0,85.08,0.81,N,3,TRUE,FALSE,FALSE,0,FALSE,0,Nc1ccc(S(=O)(=O)Nc2ccccn2)cc1,Eubasin_Sulfanilamidopyridine_NSC-4753_Concord 693_Dagenan_Sulfapyridine_Sulphapyridine_Coccoclase_NSC-41791_Piridazol_,,,,,,,,
CHEMBL701,M03BX01_,0,1.86,1,-0.78,-0.78,3.89,9.79,213.66,2,3,2,3,14,ZWITTERION,213.66,213.0557,0,0,63.32,0.8,N,4,TRUE,TRUE,FALSE,0,FALSE,1,NCC(CC(=O)O)c1ccc(Cl)cc1,Lioresal intrath_Baclospas-10_Gablofen_Kemstro_Lioresal_(rs)-baclofen_NSC-755906_Baclofen_BA-34647_Ozobax_BA-34,647_Lyflex_,,,,,,,
CHEMBL24147,S01AX06_D10AX02_,2,1.1,1,1.36,1.37,9.26,None,110.11,2,2,2,2,8,NEUTRAL,110.11,110.0368,0,0,40.46,0.52,Y,0,FALSE,FALSE,FALSE,0,FALSE,0,Oc1cccc(O)c1,Tilloderm_C.I.-76505_Resorcinol_FEMA NO. 3589_D.d.d._NSC-1571_C.i. oxidation base 31_Benzene-1,3-diol_Resorcinum_Resorcin_,,,,,,,
CHEMBL702,J01CA12_,1,-0.24,1,-3.64,-0.26,3.49,None,517.56,7,12,3,3,36,ACID,517.56,517.1631,2,1,156.43,0.34,N,6,FALSE,TRUE,FALSE,0,FALSE,0,CCN1CCN(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3[C@@H](C(=O)O)C(C)(C)S[C@H]23)c2ccccc2)C(=O)C1=O,Piperacillin hydrate_Piperacillin monohydrate_Piperacillin_,,,,,,,,
CHEMBL703,M03AB01_,2,0.27,0,-8.39,-8.39,None,None,290.4,4,6,0,0,20,NEUTRAL,290.4,290.2195,0,0,52.6,0.45,N,9,FALSE,TRUE,FALSE,0,FALSE,1,C[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)C,Succinylcholine_Suxamethonium_Suxamethonium cation_Quelicin_Suxamethonium ion_Anectine_Succinylcholine ion_Sucostrin_Succinylcholine cation_,,,,,,,,
CHEMBL704,A07EC02_,2,0.67,1,-1.72,-0.29,2.02,5.87,153.14,3,4,3,4,11,ACID,153.14,153.0426,0,0,83.55,0.41,N,1,TRUE,FALSE,TRUE,0,FALSE,0,Nc1ccc(O)c(C(=O)O)c1,Mesalamine_Salofalk_Pentasa_Pentasa sr_MAX-002_Mesalazine_Mesalazine _Mesren mr_Canasa_Coltec ec_Mezavant xl_NSC-38877_Rowasa_Iialda_Fisalamine_Apriso_Sfrowasa_Asacol hd_Benzoic acid, 5-amino-2-hydroxy-_Ipocol_Lialda_Asacol_Octasa_Delzicol_,,,,,,,
CHEMBL705,D11AH04_L01XF02_,2,5.6,0,2.42,5.01,4.76,None,300.44,1,2,1,1,22,ACID,300.44,300.2089,1,1,37.3,0.53,N,5,FALSE,FALSE,TRUE,0,FALSE,0,CC1=C(/C=C/C(C)=C\C=C\C(C)=C\C(=O)O)C(C)(C)CCC1,NSC-659772_9-cis-retinoic acid_Alitretinoin_LG-100057_BAL-4079_LGD-1057_ALRT1057_LG100057_Toctino_ALRT-1057_AGN 192013_9-cis retinoic acid_LGD1057_Panretin_Retinoic acid 9-cis-form_AGN-192013_,,,,,,,,
CHEMBL706,,2,5.46,0,6.14,6.14,None,None,242.45,1,1,1,1,17,NEUTRAL,242.45,242.261,1,1,20.23,0.4,N,14,FALSE,TRUE,FALSE,0,FALSE,0,CCCCCCCCCCCCCCCCO,FEMA NO. 2554_NSC-4194_Cetyl Alcohol_Cetanol_Cetyl alchol_Palmitic alcohol_N-1-hexadecanol_Fatty alcohols(c12-16)_C12-16 alcohols_N-hexadecanol_Alcohol cetylicus_Cetyl alcohol_Hexadecanol_,,,,,,,,
CHEMBL24778,G04CA04_,1,3.07,2,0.83,3.05,None,9.66,495.54,6,7,3,4,35,BASE,495.54,495.2345,0,0,97.05,0.37,N,13,TRUE,FALSE,FALSE,0,FALSE,0,C[C@H](Cc1cc2c(c(C(N)=O)c1)N(CCCO)CC2)NCCOc1ccccc1OCC(F)(F)F,Kso-0400_Silodosin_KAD-3213_Urief_Urorec_KMD-3213_Silodal_Silodyx_Rapilif_Rapaflo_,,,,,,,,
CHEMBL707,C02CA04_,0,1.72,3,1.91,2.14,12.67,7.24,451.48,9,10,1,2,33,NEUTRAL,451.48,451.1856,0,0,112.27,0.63,N,4,TRUE,FALSE,FALSE,0,FALSE,0,COc1cc2nc(N3CCN(C(=O)C4COc5ccccc5O4)CC3)nc(N)c2cc1OC,Doxazosin_UK-33274_C02CA04_Cardura_,,,,,,,,
CHEMBL279516,C02CA02_,2,3.6,3,1.58,3.19,None,9,347.46,2,4,2,2,26,BASE,347.46,347.1998,0,0,48.13,0.74,N,5,FALSE,FALSE,FALSE,0,FALSE,0,O=C(NC1CCN(CCc2c[nH]c3ccccc23)CC1)c1ccccc1,Doralese tiltab_Baratol_Indoramin_WY-21901_WY 21901_,,,,,,,,
CHEMBL24828,L01EX04_,2,5,3,2.81,4.54,None,9.13,475.36,6,6,1,1,30,BASE,475.36,474.1067,1,1,59.51,0.54,N,6,TRUE,FALSE,FALSE,0,FALSE,1,COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCC1CCN(C)CC1,ZD-64_ZD6474_Zactima_GNF-PF-2188_NSC-760766_ZD-6474_Vandetanib_NSC-744325_Caprelsa_,,,,,,,,
CHEMBL278819,N06AX07_,2,2.2,2,2.16,2.19,None,6.28,298.39,5,5,1,1,22,NEUTRAL,298.39,298.1794,0,0,50.28,0.92,N,5,FALSE,FALSE,FALSE,0,TRUE,0,Cc1cc(-c2ccccc2)nnc1NCCN1CCOCC1,CB-30038_Cantor_AGR-1240_Minaprine_Brantur_,,,,,,,,
CHEMBL281872,,2,3.95,4,3.9,3.9,None,4.47,459.28,8,8,1,1,29,NEUTRAL,459.28,458.0502,0,0,86.98,0.45,N,7,FALSE,FALSE,FALSE,0,FALSE,0,COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCCn1ccnn1,ZD-4190_,,,,,,,,
CHEMBL708,N05AE04_,2,3.81,3,4.13,4.3,12.21,7.09,412.95,5,5,1,1,28,NEUTRAL,412.95,412.1125,0,0,48.47,0.71,N,4,TRUE,TRUE,FALSE,0,FALSE,1,O=C1Cc2cc(CCN3CCN(c4nsc5ccccc45)CC3)c(Cl)cc2N1,Zipradon_CP-88059_Geodon_Ziprasidone_,,,,,,,,
CHEMBL709,G04CA01_,0,1.35,2,0.94,1.19,None,7.3,389.46,8,9,2,3,28,NEUTRAL,389.46,389.2063,0,0,111.83,0.65,N,8,TRUE,FALSE,FALSE,0,FALSE,0,COc1cc2nc(N(C)CCCNC(=O)C3CCCO3)nc(N)c2cc1OC,Alfuzosin_Uroxatral_NSC-760065_,,,,,,,,
CHEMBL711,B01AA02_,2,2.85,2,0.48,2.88,4.92,None,222.24,2,2,0,0,17,ACID,222.24,222.0681,0,0,34.14,0.7,Y,1,TRUE,FALSE,FALSE,0,FALSE,0,O=C1c2ccccc2C(=O)C1c1ccccc1,NSC-41693_Danilone_Dindevan_Hedulin_Phenindione_Phenylindanedione_,,,,,,,,
CHEMBL712,,2,2.86,2,0.04,2.72,4.55,None,252.27,3,3,0,0,19,ACID,252.27,252.0786,0,0,43.37,0.77,Y,2,TRUE,FALSE,FALSE,0,FALSE,0,COc1ccc(C2C(=O)c3ccccc3C2=O)cc1,Anisindione_NSC-759629_Miradon_,,,,,,,,
CHEMBL24924,B01AA12_,2,2.99,2,0.15,3.02,4.25,None,240.23,2,2,0,0,18,ACID,240.23,240.0587,0,0,34.14,0.72,Y,1,FALSE,FALSE,FALSE,0,FALSE,0,O=C1c2ccccc2C(=O)C1c1ccc(F)cc1,Previscan_Fluindione_Previsccan_,,,,,,,,
CHEMBL282686,,1,2.68,2,-0.15,3.14,3.73,None,408.47,6,7,1,1,28,ACID,408.47,408.1243,0,0,99.13,0.57,N,11,FALSE,FALSE,FALSE,0,FALSE,0,CCO[C@@H](Cc1ccc(OCCc2ccc(OS(C)(=O)=O)cc2)cc1)C(=O)O,Galida_AR-H-039242_AR-H039242XX_Tesaglitazar_Az-242_BR-44608_AZ-242_,,,,,,,,
